Description from OCISG 	Log2(Fold Change) from OCISG 	Type I IFN in human fibroblast cells(Main Label)	Type I IFN systems	Type II IFN systems	Type III IFN systems	HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
Not_differentially_expressed	-0.3	Refined nonISG	NonISG	Other	Other	HGNC:3953	NM_014286	NP_055101	ENST00000372398	NCS1	23413	ENSG00000107130
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:4005	NM_003934	NP_003925	ENST00000319725	FUBP3	8939	ENSG00000107164
Up_regulated	0.83	Refined ISG	Other	Other	Other	HGNC:445	NM_015046	NP_055861	ENST00000224140	SETX	23064	ENSG00000107290
Not_differentially_expressed	-0.12	Refined nonISG	Other	Other	Other	HGNC:19907	NM_017811	NP_060281	ENST00000263228	UBE2R2	54926	ENSG00000107341
Up_regulated	0.79	Refined ISG	ISG	ISG	Other	HGNC:2067	NM_020992	NP_066272	ENST00000329399	PDLIM1	9124	ENSG00000107438
Up_regulated	0.66	Refined ISG	Other	Other	Other	HGNC:15677	NM_025235	NP_079511	ENST00000371627	TNKS2	80351	ENSG00000107854
Up_regulated	2.36	Refined ISG	ISG	ISG	Other	HGNC:21746	NM_014912	NP_055727	ENST00000265997	CPEB3	22849	ENSG00000107864
Up_regulated	0.8	Refined ISG	ISG	ISG	Other	HGNC:6860	NM_005204	NP_005195	ENST00000263056	MAP3K8	1326	ENSG00000107968
Up_regulated	1.89	Refined ISG	ISG	NonISG	Other	HGNC:15828	NM_016084	NP_057168	ENST00000225688	RASD1	51655	ENSG00000108551
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	Other	HGNC:24856	NM_020198	NP_064583	ENST00000225726	CCDC47	57003	ENSG00000108588
Up_regulated	1.36	Refined ISG	ISG	ISG	Other	HGNC:6564	NM_005567	NP_005558	ENST00000262776	LGALS3BP	3959	ENSG00000108679
Up_regulated	3.91	Refined ISG	ISG	ISG	Other	HGNC:10634	NM_006273	NP_006264	ENST00000378569	CCL7	6354	ENSG00000108688
Up_regulated	2.95	Refined ISG	ISG	ISG	Other	HGNC:10618	NM_002982	NP_002973	ENST00000225831	CCL2	6347	ENSG00000108691
Up_regulated	3.94	Refined ISG	ISG	ISG	Other	HGNC:29517	NM_024119	NP_077024	ENST00000251642	DHX58	79132	ENSG00000108771
Up_regulated	0.7	Refined ISG	ISG	ISG	Other	HGNC:23015	NM_017565	NP_060035	ENST00000592554	FAM20A	54757	ENSG00000108950
Up_regulated	1.34	Refined ISG	ISG	ISG	Other	HGNC:6846	NM_002758	NP_002749	ENST00000590474	MAP2K6	5608	ENSG00000108984
Up_regulated	0.72	Refined ISG	Other	Other	Other	HGNC:19221	NM_015626	NP_056441	ENST00000262394	WSB1	26118	ENSG00000109046
Not_differentially_expressed	-0.15	Refined nonISG	NonISG	Other	Other	HGNC:16519	NM_031934	NP_114140	ENST00000395245	RAB34	83871	ENSG00000109113
Up_regulated	0.59	Refined ISG	ISG	Other	NonISG	HGNC:7705	NM_001184989	NP_001171918	ENST00000394223	NDUFC1	4717	ENSG00000109390
Up_regulated	0.82	Refined ISG	ISG	Other	Other	HGNC:2738	NM_001358	NP_001349	ENST00000336812	DHX15	1665	ENSG00000109606
Not_differentially_expressed	-0.2	Refined nonISG	NonISG	Other	Other	HGNC:4329	NM_000824	NP_000815	ENST00000264428	GLRB	2743	ENSG00000109738
Not_differentially_expressed	-0.03	Refined nonISG	NonISG	Other	Other	HGNC:24304	NM_022346	NP_071741	ENST00000251496	NCAPG	64151	ENSG00000109805
Up_regulated	1.54	Refined ISG	ISG	ISG	Other	HGNC:8599	NM_015368	NP_056183	ENST00000227638	PANX1	24145	ENSG00000110218
Down_regulated (IRG)	-0.54	Refined nonISG	NonISG	Other	Other	HGNC:21726	NM_014786	NP_055601	ENST00000263674	ARHGEF17	9828	ENSG00000110237
Down_regulated (IRG)	-0.6	Refined nonISG	Other	Other	Other	HGNC:23615	NM_017515	NP_059985	ENST00000525815	SLC35F2	54733	ENSG00000110660
Not_differentially_expressed	0.09	Refined nonISG	NonISG	ISG	Other	HGNC:9003	NM_004910	NP_004901	ENST00000356404	PITPNM1	9600	ENSG00000110697
Up_regulated	0.44	Refined ISG	Other	Other	Other	HGNC:11647	NM_006019	NP_006010	ENST00000265686	TCIRG1	10312	ENSG00000110719
Not_differentially_expressed	0.06	Refined nonISG	NonISG	Other	Other	HGNC:9567	NM_002813	NP_002804	ENST00000541212	PSMD9	5715	ENSG00000110801
Not_differentially_expressed	0.14	Refined nonISG	NonISG	Other	NonISG	HGNC:19318	NM_014262	NP_055077	ENST00000290510	P3H3	10536	ENSG00000110811
Up_regulated	0.73	Refined ISG	ISG	ISG	Other	HGNC:16006	NM_030809	NP_110436	ENST00000228515	CSRNP2	81566	ENSG00000110925
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	Other	HGNC:16672	NM_006838	NP_006829	ENST00000323666	METAP2	10988	ENSG00000111142
Up_regulated	0.58	Refined ISG	ISG	ISG	Other	HGNC:1186	NM_020367	NP_065100	ENST00000228820	PARP11	57097	ENSG00000111224
Up_regulated	6.18	Refined ISG	ISG	ISG	ISG	HGNC:8088	NM_006187	NP_006178	ENST00000228928	OAS3	4940	ENSG00000111331
Not_differentially_expressed	0.08	Refined nonISG	Other	Other	Other	HGNC:29545	NM_022491	NP_071936	ENST00000543473	SUDS3	64426	ENSG00000111707
Up_regulated	0.54	Refined ISG	ISG	ISG	Other	HGNC:9774	NM_006861	NP_006852	ENST00000229340	RAB35	11021	ENSG00000111737
Not_differentially_expressed	0.14	Refined nonISG	NonISG	Other	Other	HGNC:2277	NM_004373	NP_004364	ENST00000229379	COX6A1	1337	ENSG00000111775
Up_regulated	2.26	Refined ISG	ISG	ISG	Other	HGNC:1140	NM_006994	NP_008925	ENST00000244519	BTN3A3	10384	ENSG00000111801
Not_differentially_expressed	-0.05	Refined nonISG	Other	Other	Other	HGNC:20952	NM_016462	NP_057546	ENST00000229563	TMEM14C	51522	ENSG00000111843
Not_differentially_expressed	0.68	Refined nonISG	Other	Other	Other	HGNC:12006	NM_003287	NP_003278	ENST00000534000	TPD52L1	7164	ENSG00000111907
Up_regulated	0.36	Refined ISG	Other	Other	Other	HGNC:11180	NM_000636	NP_000627	ENST00000538183	SOD2	6648	ENSG00000112096
Down_regulated (IRG)	-0.47	Refined nonISG	NonISG	Other	Other	HGNC:938	NM_004282	NP_004273	ENST00000370693	BAG2	9532	ENSG00000112208
Up_regulated	2.92	Refined ISG	Other	Other	Other	HGNC:10059	NM_006355	NP_006346	ENST00000357085	TRIM38	10475	ENSG00000112343
Down_regulated (IRG)	-0.73	Refined nonISG	NonISG	Other	NonISG	HGNC:1157	NM_004053	NP_004044	ENST00000230340	BYSL	705	ENSG00000112578
Down_regulated (IRG)	-0.66	Refined nonISG	NonISG	Other	NonISG	HGNC:9942	NM_000322	NP_000313	ENST00000230381	PRPH2	5961	ENSG00000112619
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:9618	NM_002821	NP_002812	ENST00000230419	PTK7	5754	ENSG00000112655
Up_regulated	0.6	Refined ISG	ISG	Other	Other	HGNC:1136	NM_007049	NP_008980	ENST00000312541	BTN2A1	11120	ENSG00000112763
Up_regulated	2.18	Refined ISG	ISG	ISG	Other	HGNC:18345	NM_017633	NP_060103	ENST00000320172	TENT5A	55603	ENSG00000112773
Not_differentially_expressed	-0.1	Refined nonISG	NonISG	NonISG	Other	HGNC:13717	NM_001290072	NP_001277001	ENST00000371383	ENPP5	59084	ENSG00000112796
Up_regulated	1.04	Refined ISG	ISG	Other	NonISG	HGNC:16705	NM_006999	NP_008930	ENST00000230859	TENT4A	11044	ENSG00000112941
Up_regulated	1.49	Refined ISG	ISG	ISG	Other	HGNC:6656	NM_005575	NP_005566	ENST00000231368	LNPEP	4012	ENSG00000113441
Up_regulated	0.92	Refined ISG	ISG	ISG	NonISG	HGNC:9446	NM_000949	NP_000940	ENST00000618457	PRLR	5618	ENSG00000113494
Up_regulated	0.51	Refined ISG	ISG	ISG	Other	HGNC:3665	NM_000800	NP_000791	ENST00000337706	FGF1	2246	ENSG00000113578
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	NonISG	HGNC:8804	NM_002609	NP_002600	ENST00000261799	PDGFRB	5159	ENSG00000113721
Up_regulated	1.58	Refined ISG	ISG	Other	Other	HGNC:8638	NM_003884	NP_003875	ENST00000263754	KAT2B	8850	ENSG00000114166
Up_regulated	1.49	Refined ISG	ISG	ISG	Other	HGNC:14422	NM_001142568	NP_001136040	ENST00000325805	BBX	56987	ENSG00000114439
Up_regulated	2.38	Refined ISG	ISG	ISG	Other	HGNC:20731	NM_021629	NP_067642	ENST00000232564	GNB4	59345	ENSG00000114450
Up_regulated	1.68	Refined ISG	ISG	ISG	NonISG	HGNC:16497	NM_020353	NP_065086	ENST00000354952	PLSCR4	57088	ENSG00000114698
Not_differentially_expressed	-0.33	Refined nonISG	NonISG	Other	Other	HGNC:2020	NM_004366	NP_004357	ENST00000265593	CLCN2	1181	ENSG00000114859
Up_regulated	1.34	Refined ISG	ISG	ISG	Other	HGNC:4456	NM_000408	NP_000399	ENST00000438166	GPD2	2820	ENSG00000115159
Up_regulated	1.17	Refined ISG	ISG	Other	Other	HGNC:7993	NM_013392	NP_037524	ENST00000379852	NRBP1	29959	ENSG00000115216
Up_regulated	7.69	Refined ISG	ISG	ISG	ISG	HGNC:18873	NM_022168	NP_071451	ENST00000649979	IFIH1	64135	ENSG00000115267
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	NonISG	HGNC:13324	NM_031288	NP_112578	ENST00000233331	INO80B	83444	ENSG00000115274
Up_regulated	0.7	Refined ISG	Other	Other	Other	HGNC:10872	NM_003896	NP_003887	ENST00000638572	ST3GAL5	8869	ENSG00000115525
Not_differentially_expressed	0.29	Refined nonISG	Other	Other	Other	HGNC:2915	NM_004405	NP_004396	ENST00000234198	DLX2	1746	ENSG00000115844
Down_regulated (IRG)	-0.54	Refined nonISG	NonISG	Other	Other	HGNC:3031	NM_005224	NP_005215	ENST00000263620	ARID3A	1820	ENSG00000116017
Up_regulated	5.82	Refined ISG	ISG	ISG	Other	HGNC:489	NM_004673	NP_004664	ENST00000234816	ANGPTL1	9068	ENSG00000116194
Up_regulated	0.58	Refined ISG	Other	Other	Other	HGNC:26494	NM_153035	NP_694580	ENST00000234827	TCEANC2	127428	ENSG00000116205
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	Other	HGNC:4852	NM_004964	NP_004955	ENST00000373548	HDAC1	3065	ENSG00000116478
Up_regulated	1.15	Refined ISG	ISG	ISG	Other	HGNC:17794	NM_021205	NP_067028	ENST00000366691	RHOU	58480	ENSG00000116574
Up_regulated	3.08	Refined ISG	ISG	ISG	Other	HGNC:13585	NM_018438	NP_060908	ENST00000376753	FBXO6	26270	ENSG00000116663
Up_regulated	1.23	Refined ISG	Other	Other	Other	HGNC:16785	NM_017673	NP_060143	ENST00000367500	SWT1	54823	ENSG00000116668
Up_regulated	0.89	Refined ISG	ISG	Other	Other	HGNC:6764	NM_006341	NP_006332	ENST00000376692	MAD2L2	10459	ENSG00000116670
Not_differentially_expressed	-0.04	Refined nonISG	NonISG	Other	Other	HGNC:2419	NM_001889	NP_001880	ENST00000340866	CRYZ	1429	ENSG00000116791
Up_regulated	1.72	Refined ISG	ISG	ISG	Other	HGNC:21304	NM_017825	NP_060295	ENST00000373178	ADPRS	54936	ENSG00000116863
Not_differentially_expressed	0.17	Refined nonISG	NonISG	Other	Other	HGNC:4416	NM_014236	NP_055051	ENST00000366647	GNPAT	8443	ENSG00000116906
Up_regulated	0.76	Refined ISG	Other	Other	Other	HGNC:19902	NM_022157	NP_071440	ENST00000373001	RRAGC	64121	ENSG00000116954
Not_differentially_expressed	0.29	Refined nonISG	NonISG	Other	Other	HGNC:7033	NM_002403	NP_002394	ENST00000375535	MFAP2	4237	ENSG00000117122
Up_regulated	4.15	Refined ISG	ISG	ISG	Other	HGNC:4184	NM_018284	NP_060754	ENST00000370481	GBP3	2635	ENSG00000117226
Up_regulated	5.85	Refined ISG	ISG	ISG	ISG	HGNC:4182	NM_002053	NP_002044	ENST00000370473	GBP1	2633	ENSG00000117228
Up_regulated	2.76	Refined ISG	ISG	ISG	Other	HGNC:8981	NM_003629	NP_003620	ENST00000262741	PIK3R3	8503	ENSG00000117461
Up_regulated	1.99	Refined ISG	ISG	ISG	Other	HGNC:1065	NM_001320973	NP_001307902	ENST00000367808	BLZF1	8548	ENSG00000117475
Not_differentially_expressed	-0.12	Refined nonISG	Other	Other	Other	HGNC:6510	NM_005563	NP_005554	ENST00000455785	STMN1	3925	ENSG00000117632
Not_differentially_expressed	-0.31	Refined nonISG	NonISG	Other	Other	HGNC:1857	NM_016343	NP_057427	ENST00000366955	CENPF	1063	ENSG00000117724
Not_differentially_expressed	-0.06	Refined nonISG	NonISG	NonISG	Other	HGNC:19181	NM_014875	NP_055690	ENST00000367350	KIF14	9928	ENSG00000118193
Not_differentially_expressed	-0.26	Refined nonISG	NonISG	ISG	Other	HGNC:6350	NM_003709	NP_003700	ENST00000309446	KLF7	8609	ENSG00000118263
Up_regulated	0.96	Refined ISG	Other	Other	Other	HGNC:11896	NM_001270508	NP_001257437	ENST00000612899	TNFAIP3	7128	ENSG00000118503
Up_regulated	5.84	Refined ISG	ISG	ISG	NonISG	HGNC:14267	NM_001040429	NP_001035519	ENST00000377918	PCDH17	27253	ENSG00000118946
Not_differentially_expressed	-0.37	Refined nonISG	Other	Other	Other	HGNC:21637	NM_001172509	NP_001165980	ENST00000417098	SATB2	23314	ENSG00000119042
Up_regulated	1.1	Refined ISG	ISG	Other	Other	HGNC:14282	NM_024496	NP_078772	ENST00000238647	IRF2BPL	64207	ENSG00000119669
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	NonISG	Other	HGNC:6715	NM_000428	NP_000419	ENST00000261978	LTBP2	4053	ENSG00000119681
Not_differentially_expressed	-0.05	Refined nonISG	Other	Other	Other	HGNC:25983	NM_017727	NP_060197	ENST00000238788	TMEM214	54867	ENSG00000119777
Up_regulated	1.04	Refined ISG	ISG	Other	Other	HGNC:3712	NM_004116	NP_004107	ENST00000380986	FKBP1B	2281	ENSG00000119782
Up_regulated	8.32	Refined ISG	ISG	ISG	ISG	HGNC:5411	NM_001549	NP_001540	ENST00000371818	IFIT3	3437	ENSG00000119917
Up_regulated	10.6	Refined ISG	ISG	ISG	ISG	HGNC:5409	NM_001547	NP_001538	ENST00000371826	IFIT2	3433	ENSG00000119922
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	Other	Other	HGNC:23517	NM_032709	NP_116098	ENST00000370575	PYROXD2	84795	ENSG00000119943
Up_regulated	0.6	Refined ISG	ISG	ISG	NonISG	HGNC:4381	NM_006572	NP_006563	ENST00000439174	GNA13	10672	ENSG00000120063
Up_regulated	5.86	Refined ISG	ISG	ISG	Other	HGNC:17635	NM_014143	NP_054862	ENST00000381577	CD274	29126	ENSG00000120217
Not_differentially_expressed	-0.41	Refined nonISG	NonISG	NonISG	Other	HGNC:21182	NM_198887	NP_942590	ENST00000340413	NUP43	348995	ENSG00000120253
Not_differentially_expressed	0.35	Refined nonISG	NonISG	Other	Other	HGNC:21177	NM_025059	NP_079335	ENST00000239374	CCDC170	80129	ENSG00000120262
Up_regulated	1.94	Refined ISG	ISG	ISG	Other	HGNC:24306	NM_032869	NP_116258	ENST00000239690	NUDCD1	84955	ENSG00000120526
Up_regulated	2.06	Refined ISG	ISG	ISG	Other	HGNC:25428	NM_019590	NP_062536	ENST00000376454	KIAA1217	56243	ENSG00000120549
Down_regulated (IRG)	-0.6	Refined nonISG	NonISG	Other	NonISG	HGNC:25266	NM_032138	NP_115514	ENST00000379483	KBTBD7	84078	ENSG00000120696
Not_differentially_expressed	-0.18	Refined nonISG	NonISG	NonISG	Other	HGNC:692	NM_001177	NP_001168	ENST00000261636	ARL1	400	ENSG00000120805
Up_regulated	2.22	Refined ISG	Other	Other	Other	HGNC:12932	NM_005082	NP_005073	ENST00000316881	TRIM25	7706	ENSG00000121060
Up_regulated	1.89	Refined ISG	ISG	Other	NonISG	HGNC:24839	NM_032117	NP_115493	ENST00000240488	MND1	84057	ENSG00000121211
Up_regulated	8.1	Refined ISG	Other	Other	Other	HGNC:11925	NM_003810	NP_003801	ENST00000241261	TNFSF10	8743	ENSG00000121858
Not_differentially_expressed	0.25	Refined nonISG	Other	Other	Other	HGNC:30950	NM_001303426	NP_001290355	ENST00000496856	ZNF639	51193	ENSG00000121864
Up_regulated	1.36	Refined ISG	ISG	ISG	NonISG	HGNC:25407	NM_032288	NP_115664	ENST00000241502	FYTTD1	84248	ENSG00000122068
Not_differentially_expressed	-0.13	Refined nonISG	NonISG	Other	NonISG	HGNC:8108	NM_000276	NP_000267	ENST00000371113	OCRL	4952	ENSG00000122126
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	NonISG	NonISG	HGNC:14495	NM_016034	NP_057118	ENST00000241600	MRPS2	51116	ENSG00000122140
Up_regulated	1.06	Refined ISG	ISG	ISG	Other	HGNC:9889	NM_006910	NP_008841	ENST00000319715	RBBP6	5930	ENSG00000122257
Not_differentially_expressed	-0.05	Refined nonISG	Other	Other	Other	HGNC:21061	NM_032861	NP_116250	ENST00000647468	SERAC1	84947	ENSG00000122335
Not_differentially_expressed	0.31	Refined nonISG	NonISG	ISG	Other	HGNC:90	NM_000017	NP_000008	ENST00000242592	ACADS	35	ENSG00000122971
Not_differentially_expressed	-0.11	Refined nonISG	Other	Other	Other	HGNC:17004	NM_007013	NP_008944	ENST00000517970	WWP1	11059	ENSG00000123124
Up_regulated	0.43	Refined ISG	ISG	ISG	NonISG	HGNC:17152	NM_001037171	NP_001032248	ENST00000379303	ACOT9	23597	ENSG00000123130
Not_differentially_expressed	-0.23	Refined nonISG	Other	Other	Other	HGNC:32672	NM_001099737	NP_001093207	ENST00000418543	WDR83	84292	ENSG00000123154
Up_regulated	3.38	Refined ISG	ISG	ISG	Other	HGNC:7854	NM_004688	NP_004679	ENST00000243346	NMI	9111	ENSG00000123609
Up_regulated	1.43	Refined ISG	Other	Other	Other	HGNC:11898	NM_007115	NP_009046	ENST00000243347	TNFAIP6	7130	ENSG00000123610
Up_regulated	5.24	Refined ISG	ISG	ISG	Other	HGNC:28915	NM_018664	NP_061134	ENST00000243440	BATF3	55509	ENSG00000123685
Down_regulated (IRG)	-0.32	Refined nonISG	NonISG	Other	Other	HGNC:32594	NM_020820	NP_065871	ENST00000371941	PREX1	57580	ENSG00000124126
Up_regulated	0.61	Refined ISG	ISG	ISG	Other	HGNC:7670	NM_181659	NP_858045	ENST00000371998	NCOA3	8202	ENSG00000124151
Down_regulated (IRG)	-0.75	Refined nonISG	Other	Other	Other	HGNC:16095	NM_001098797	NP_001092267	ENST00000341197	TOX2	84969	ENSG00000124191
Up_regulated	3.02	Refined ISG	Other	Other	Other	HGNC:29271	NM_021035	NP_066363	ENST00000396105	ZNFX1	57169	ENSG00000124201
Up_regulated	0.93	Refined ISG	ISG	ISG	Other	HGNC:17174	NM_017567	NP_060037	ENST00000244204	NAGK	55577	ENSG00000124357
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	Other	HGNC:16732	NM_032601	NP_115990	ENST00000244217	MCEE	84693	ENSG00000124370
Not_differentially_expressed	-0.21	Refined nonISG	Other	Other	Other	HGNC:21374	NM_033112	NP_149103	ENST00000244496	RRP36	88745	ENSG00000124541
Not_differentially_expressed	0.03	Refined nonISG	NonISG	Other	NonISG	HGNC:10383	NM_001014	NP_001005	ENST00000648437	RPS10	6204	ENSG00000124614
Not_differentially_expressed	-0.32	Refined nonISG	NonISG	Other	Other	HGNC:7190	NM_001358530	NP_001345459	ENST00000340692	MOCS1	4337	ENSG00000124615
Down_regulated (IRG)	-0.49	Refined nonISG	Other	Other	Other	HGNC:11200	NM_003107	NP_003098	ENST00000244745	SOX4	6659	ENSG00000124766
Not_differentially_expressed	0.06	Refined nonISG	NonISG	ISG	Other	HGNC:4323	NM_006708	NP_006699	ENST00000373365	GLO1	2739	ENSG00000124767
Up_regulated	0.67	Refined ISG	ISG	Other	NonISG	HGNC:2768	NM_003472	NP_003463	ENST00000652689	DEK	7913	ENSG00000124795
Up_regulated	3.71	Refined ISG	ISG	ISG	ISG	HGNC:6116	NM_002198	NP_002189	ENST00000245414	IRF1	3659	ENSG00000125347
Not_differentially_expressed	0.12	Refined nonISG	NonISG	Other	Other	HGNC:21306	NM_032306	NP_115682	ENST00000245812	ALKBH7	84266	ENSG00000125652
Up_regulated	0.96	Refined ISG	ISG	ISG	NonISG	HGNC:9571	NM_006814	NP_006805	ENST00000335877	PSMF1	9491	ENSG00000125818
Up_regulated	0.66	Refined ISG	Other	Other	Other	HGNC:10448	NM_001365613	NP_001352542	ENST00000377813	RRBP1	6238	ENSG00000125844
Up_regulated	0.46	Refined ISG	ISG	ISG	Other	HGNC:5360	NM_002165	NP_002156	ENST00000376112	ID1	3397	ENSG00000125968
Up_regulated	0.75	Refined ISG	ISG	ISG	Other	HGNC:16977	NM_014266	NP_055081	ENST00000246551	HCST	10870	ENSG00000126264
Not_differentially_expressed	-0.37	Refined nonISG	NonISG	Other	Other	HGNC:29217	NM_020719	NP_065770	ENST00000418929	PRR12	57479	ENSG00000126464
Up_regulated	4.62	Refined ISG	ISG	ISG	ISG	HGNC:4054	NM_002038	NP_002029	ENST00000361157	IFI6	2537	ENSG00000126709
Not_differentially_expressed	0.14	Refined nonISG	Other	Other	Other	HGNC:12641	NM_153477	NP_705582	ENST00000335890	UXT	8409	ENSG00000126756
Not_differentially_expressed	-0.2	Refined nonISG	NonISG	ISG	Other	HGNC:16864	NM_014750	NP_055565	ENST00000247191	DLGAP5	9787	ENSG00000126787
Down_regulated (IRG)	-1.12	Refined nonISG	NonISG	Other	Other	HGNC:25465	NM_033387	NP_203745	ENST00000372271	FAM78A	286336	ENSG00000126882
Up_regulated	1.21	Refined ISG	ISG	Other	NonISG	HGNC:18073	NM_016608	NP_057692	ENST00000372829	ARMCX1	51309	ENSG00000126947
Not_differentially_expressed	-0.31	Refined nonISG	Other	Other	Other	HGNC:25864	NM_021637	NP_067650	ENST00000372930	TMEM35A	59353	ENSG00000126950
Not_differentially_expressed	-0.11	Refined nonISG	NonISG	NonISG	Other	HGNC:23759	NM_024527	NP_078803	ENST00000247706	ABHD8	79575	ENSG00000127220
Down_regulated (IRG)	-0.48	Refined nonISG	NonISG	Other	Other	HGNC:3693	NM_001004356	NP_001004356	ENST00000510644	FGFRL1	53834	ENSG00000127418
Up_regulated	1.19	Refined ISG	ISG	ISG	Other	HGNC:3696	NM_006682	NP_006673	ENST00000248598	FGL2	10875	ENSG00000127951
Up_regulated	0.72	Refined ISG	Other	Other	Other	HGNC:12862	NM_003407	NP_003398	ENST00000597629	ZFP36	7538	ENSG00000128016
Up_regulated	4.81	Refined ISG	ISG	ISG	ISG	HGNC:619	NM_030882	NP_112092	ENST00000358502	APOL2	23780	ENSG00000128335
Down_regulated (IRG)	-1.03	Refined nonISG	NonISG	ISG	Other	HGNC:15586	NM_022143	NP_071426	ENST00000249363	LRRC4	64101	ENSG00000128594
Up_regulated	0.33	Refined ISG	ISG	ISG	Other	HGNC:1611	NM_016557	NP_057641	ENST00000249887	ACKR4	51554	ENSG00000129048
Not_differentially_expressed	0.09	Refined nonISG	Other	Other	Other	HGNC:10839	NM_001040	NP_001031	ENST00000380450	SHBG	6462	ENSG00000129214
Up_regulated	1.04	Refined ISG	ISG	ISG	Other	HGNC:1693	NM_001251	NP_001242	ENST00000250092	CD68	968	ENSG00000129226
Up_regulated	1.5	Refined ISG	ISG	ISG	Other	HGNC:1790	NM_001800	NP_001791	ENST00000393599	CDKN2D	1032	ENSG00000129355
Up_regulated	0.78	Refined ISG	Other	Other	Other	HGNC:14970	NM_152233	NP_689419	ENST00000362031	SNX6	58533	ENSG00000129515
Up_regulated	1.29	Refined ISG	ISG	ISG	Other	HGNC:9707	NM_001042724	NP_001036189	ENST00000252483	NECTIN2	5819	ENSG00000130202
Up_regulated	2.2	Refined ISG	ISG	ISG	Other	HGNC:29292	NM_020871	NP_065922	ENST00000317135	LRCH2	57631	ENSG00000130224
Not_differentially_expressed	0.03	Refined nonISG	Other	Other	Other	HGNC:21605	NM_014649	NP_055464	ENST00000252542	SAFB2	9667	ENSG00000130254
Up_regulated	4.77	Refined ISG	ISG	ISG	ISG	HGNC:1119	NM_004335	NP_004326	ENST00000252593	BST2	684	ENSG00000130303
Not_differentially_expressed	-0.1	Refined nonISG	Other	Other	Other	HGNC:30221	NM_016172	NP_057256	ENST00000371756	UBAC1	10422	ENSG00000130560
Not_differentially_expressed	-0.13	Refined nonISG	Other	Other	Other	HGNC:14859	NM_031432	NP_113620	ENST00000372215	UCK1	83549	ENSG00000130717
Not_differentially_expressed	-0.24	Refined nonISG	Other	Other	Other	HGNC:12491	NM_003969	NP_003960	ENST00000253023	UBE2M	9040	ENSG00000130725
Up_regulated	4.71	Refined ISG	Other	Other	Other	HGNC:16839	NM_001105556	NP_001099026	ENST00000373921	THEMIS2	9473	ENSG00000130775
Not_differentially_expressed	-0.34	Refined nonISG	NonISG	NonISG	NonISG	HGNC:24557	NM_015462	NP_056277	ENST00000253247	NOL11	25926	ENSG00000130935
Not_differentially_expressed	0.12	Refined nonISG	Other	Other	Other	HGNC:12469	NM_003334	NP_003325	ENST00000335972	UBA1	7317	ENSG00000130985
Not_differentially_expressed	-0.25	Refined nonISG	Other	Other	Other	HGNC:17089	NM_182961	NP_892006	ENST00000367255	SYNE1	23345	ENSG00000131018
Not_differentially_expressed	-0.37	Refined nonISG	Other	Other	Other	HGNC:14895	NM_024518	NP_078794	ENST00000367339	ULBP3	79465	ENSG00000131019
Not_differentially_expressed	0.34	Refined nonISG	Other	Other	Other	HGNC:15992	NM_001282933	NP_001269862	ENST00000375200	ZNF341	84905	ENSG00000131061
Not_differentially_expressed	-0.46	Refined nonISG	NonISG	Other	NonISG	HGNC:28130	NM_030567	NP_085044	ENST00000323249	PRR7	80758	ENSG00000131188
Down_regulated (IRG)	-0.5	Refined nonISG	Other	Other	Other	HGNC:14158	NM_024600	NP_078876	ENST00000566264	TMEM204	79652	ENSG00000131634
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	Other	HGNC:6937	NM_022132	NP_071415	ENST00000340941	MCCC2	64087	ENSG00000131844
Up_regulated	0.42	Refined ISG	ISG	ISG	Other	HGNC:17198	NM_014918	NP_055733	ENST00000254190	CHSY1	22856	ENSG00000131873
Up_regulated	4.01	Refined ISG	ISG	ISG	Other	HGNC:4193	NM_000161	NP_000152	ENST00000491895	GCH1	2643	ENSG00000131979
Up_regulated	3.57	Refined ISG	Other	Other	Other	HGNC:11312	NM_003141	NP_003132	ENST00000254436	TRIM21	6737	ENSG00000132109
Not_differentially_expressed	-0.35	Refined nonISG	NonISG	Other	Other	HGNC:30365	NM_017512	NP_059982	ENST00000647584	ENOSF1	55556	ENSG00000132199
Up_regulated	2.98	Refined ISG	Other	Other	Other	HGNC:16379	NM_006074	NP_006065	ENST00000379965	TRIM22	10346	ENSG00000132274
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	ISG	Other	HGNC:21222	NM_032870	NP_116259	ENST00000369239	PNISR	25957	ENSG00000132424
Not_differentially_expressed	-0.37	Refined nonISG	NonISG	ISG	Other	HGNC:17649	NM_022361	NP_071756	ENST00000254765	POPDC3	64208	ENSG00000132429
Up_regulated	1.01	Refined ISG	ISG	Other	Other	HGNC:4765	NM_005324	NP_005315	ENST00000254810	H3-3B	3021	ENSG00000132475
