Description from OCISG 	Log2(Fold Change) from OCISG 	Type I IFN in human fibroblast cells(Main Label)	Type I IFN systems	Type II IFN systems	Type III IFN systems	HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:26108	NM_024692	NP_078968	ENST00000320081	CLIP4	79745	ENSG00000115295
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	NonISG	Other	HGNC:1617	NM_006430	NP_006421	ENST00000394440	CCT4	10575	ENSG00000115484
Up_regulated	0.7	Refined ISG	Other	Other	Other	HGNC:10872	NM_003896	NP_003887	ENST00000638572	ST3GAL5	8869	ENSG00000115525
Not_differentially_expressed	0.29	Refined nonISG	Other	Other	Other	HGNC:2915	NM_004405	NP_004396	ENST00000234198	DLX2	1746	ENSG00000115844
Not_differentially_expressed	-0.1	Refined nonISG	NonISG	Other	Other	HGNC:2289	NM_004718	NP_004709	ENST00000234301	COX7A2L	9167	ENSG00000115944
Down_regulated (IRG)	-0.54	Refined nonISG	NonISG	Other	Other	HGNC:3031	NM_005224	NP_005215	ENST00000263620	ARID3A	1820	ENSG00000116017
Up_regulated	5.82	Refined ISG	ISG	ISG	Other	HGNC:489	NM_004673	NP_004664	ENST00000234816	ANGPTL1	9068	ENSG00000116194
Up_regulated	0.58	Refined ISG	Other	Other	Other	HGNC:26494	NM_153035	NP_694580	ENST00000234827	TCEANC2	127428	ENSG00000116205
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	Other	HGNC:4852	NM_004964	NP_004955	ENST00000373548	HDAC1	3065	ENSG00000116478
Up_regulated	1.15	Refined ISG	ISG	ISG	Other	HGNC:17794	NM_021205	NP_067028	ENST00000366691	RHOU	58480	ENSG00000116574
Up_regulated	3.08	Refined ISG	ISG	ISG	Other	HGNC:13585	NM_018438	NP_060908	ENST00000376753	FBXO6	26270	ENSG00000116663
Up_regulated	1.23	Refined ISG	Other	Other	Other	HGNC:16785	NM_017673	NP_060143	ENST00000367500	SWT1	54823	ENSG00000116668
Up_regulated	0.89	Refined ISG	ISG	Other	Other	HGNC:6764	NM_006341	NP_006332	ENST00000376692	MAD2L2	10459	ENSG00000116670
Not_differentially_expressed	-0.04	Refined nonISG	NonISG	Other	Other	HGNC:2419	NM_001889	NP_001880	ENST00000340866	CRYZ	1429	ENSG00000116791
Up_regulated	1.72	Refined ISG	ISG	ISG	Other	HGNC:21304	NM_017825	NP_060295	ENST00000373178	ADPRS	54936	ENSG00000116863
Not_differentially_expressed	0.17	Refined nonISG	NonISG	Other	Other	HGNC:4416	NM_014236	NP_055051	ENST00000366647	GNPAT	8443	ENSG00000116906
Up_regulated	0.76	Refined ISG	Other	Other	Other	HGNC:19902	NM_022157	NP_071440	ENST00000373001	RRAGC	64121	ENSG00000116954
Not_differentially_expressed	0.29	Refined nonISG	NonISG	Other	Other	HGNC:7033	NM_002403	NP_002394	ENST00000375535	MFAP2	4237	ENSG00000117122
Up_regulated	4.15	Refined ISG	ISG	ISG	Other	HGNC:4184	NM_018284	NP_060754	ENST00000370481	GBP3	2635	ENSG00000117226
Up_regulated	5.85	Refined ISG	ISG	ISG	ISG	HGNC:4182	NM_002053	NP_002044	ENST00000370473	GBP1	2633	ENSG00000117228
Up_regulated	0.48	Refined ISG	ISG	ISG	Other	HGNC:9789	NM_003929	NP_003920	ENST00000367139	RAB29	8934	ENSG00000117280
Up_regulated	2.76	Refined ISG	ISG	ISG	Other	HGNC:8981	NM_003629	NP_003620	ENST00000262741	PIK3R3	8503	ENSG00000117461
Up_regulated	1.99	Refined ISG	ISG	ISG	Other	HGNC:1065	NM_001320973	NP_001307902	ENST00000367808	BLZF1	8548	ENSG00000117475
Not_differentially_expressed	-0.37	Refined nonISG	NonISG	Other	NonISG	HGNC:24270	NM_015958	NP_057042	ENST00000370109	DPH5	51611	ENSG00000117543
Not_differentially_expressed	-0.12	Refined nonISG	Other	Other	Other	HGNC:6510	NM_005563	NP_005554	ENST00000455785	STMN1	3925	ENSG00000117632
Not_differentially_expressed	-0.31	Refined nonISG	NonISG	Other	Other	HGNC:7745	NM_002497	NP_002488	ENST00000366999	NEK2	4751	ENSG00000117650
Not_differentially_expressed	0.06	Refined nonISG	NonISG	Other	Other	HGNC:11110	NM_006015	NP_006006	ENST00000324856	ARID1A	8289	ENSG00000117713
Not_differentially_expressed	-0.31	Refined nonISG	NonISG	Other	Other	HGNC:1857	NM_016343	NP_057427	ENST00000366955	CENPF	1063	ENSG00000117724
Not_differentially_expressed	-0.06	Refined nonISG	NonISG	NonISG	Other	HGNC:19181	NM_014875	NP_055690	ENST00000367350	KIF14	9928	ENSG00000118193
Not_differentially_expressed	-0.26	Refined nonISG	NonISG	ISG	Other	HGNC:6350	NM_003709	NP_003700	ENST00000309446	KLF7	8609	ENSG00000118263
Up_regulated	0.96	Refined ISG	Other	Other	Other	HGNC:11896	NM_001270508	NP_001257437	ENST00000612899	TNFAIP3	7128	ENSG00000118503
Down_regulated (IRG)	-0.69	Refined nonISG	NonISG	Other	NonISG	HGNC:17641	NM_022836	NP_073747	ENST00000650450	DCLRE1B	64858	ENSG00000118655
Up_regulated	5.84	Refined ISG	ISG	ISG	NonISG	HGNC:14267	NM_001040429	NP_001035519	ENST00000377918	PCDH17	27253	ENSG00000118946
Not_differentially_expressed	-0.37	Refined nonISG	Other	Other	Other	HGNC:21637	NM_001172509	NP_001165980	ENST00000417098	SATB2	23314	ENSG00000119042
Up_regulated	1.1	Refined ISG	ISG	Other	Other	HGNC:14282	NM_024496	NP_078772	ENST00000238647	IRF2BPL	64207	ENSG00000119669
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	NonISG	Other	HGNC:6715	NM_000428	NP_000419	ENST00000261978	LTBP2	4053	ENSG00000119681
Not_differentially_expressed	-0.17	Refined nonISG	NonISG	ISG	Other	HGNC:4519	NM_001177676	NP_001171147	ENST00000650645	GPR68	8111	ENSG00000119714
Not_differentially_expressed	-0.15	Refined nonISG	NonISG	ISG	NonISG	HGNC:17736	NM_012249	NP_036381	ENST00000238738	RHOQ	23433	ENSG00000119729
Not_differentially_expressed	-0.05	Refined nonISG	Other	Other	Other	HGNC:25983	NM_017727	NP_060197	ENST00000238788	TMEM214	54867	ENSG00000119777
Up_regulated	1.04	Refined ISG	ISG	Other	Other	HGNC:3712	NM_004116	NP_004107	ENST00000380986	FKBP1B	2281	ENSG00000119782
Up_regulated	8.32	Refined ISG	ISG	ISG	ISG	HGNC:5411	NM_001549	NP_001540	ENST00000371818	IFIT3	3437	ENSG00000119917
Up_regulated	10.6	Refined ISG	ISG	ISG	ISG	HGNC:5409	NM_001547	NP_001538	ENST00000371826	IFIT2	3433	ENSG00000119922
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	Other	Other	HGNC:23517	NM_032709	NP_116098	ENST00000370575	PYROXD2	84795	ENSG00000119943
Up_regulated	0.6	Refined ISG	ISG	ISG	NonISG	HGNC:4381	NM_006572	NP_006563	ENST00000439174	GNA13	10672	ENSG00000120063
Not_differentially_expressed	0.3	Refined nonISG	NonISG	NonISG	Other	HGNC:5119	NM_024016	NP_076921	ENST00000239144	HOXB8	3218	ENSG00000120068
Up_regulated	5.86	Refined ISG	ISG	ISG	Other	HGNC:17635	NM_014143	NP_054862	ENST00000381577	CD274	29126	ENSG00000120217
Not_differentially_expressed	-0.41	Refined nonISG	NonISG	NonISG	Other	HGNC:21182	NM_198887	NP_942590	ENST00000340413	NUP43	348995	ENSG00000120253
Not_differentially_expressed	0.35	Refined nonISG	NonISG	Other	Other	HGNC:21177	NM_025059	NP_079335	ENST00000239374	CCDC170	80129	ENSG00000120262
Up_regulated	1.94	Refined ISG	ISG	ISG	Other	HGNC:24306	NM_032869	NP_116258	ENST00000239690	NUDCD1	84955	ENSG00000120526
Up_regulated	2.06	Refined ISG	ISG	ISG	Other	HGNC:25428	NM_019590	NP_062536	ENST00000376454	KIAA1217	56243	ENSG00000120549
Up_regulated	1.16	Refined ISG	ISG	ISG	Other	HGNC:3316	NM_172373	NP_758961	ENST00000239882	ELF1	1997	ENSG00000120690
Down_regulated (IRG)	-0.6	Refined nonISG	NonISG	Other	NonISG	HGNC:25266	NM_032138	NP_115514	ENST00000379483	KBTBD7	84078	ENSG00000120696
Not_differentially_expressed	-0.18	Refined nonISG	NonISG	NonISG	Other	HGNC:692	NM_001177	NP_001168	ENST00000261636	ARL1	400	ENSG00000120805
Up_regulated	0.82	Refined ISG	Other	Other	Other	HGNC:19382	NM_001270471	NP_001257400	ENST00000551556	SOCS2	8835	ENSG00000120833
Up_regulated	2.22	Refined ISG	Other	Other	Other	HGNC:12932	NM_005082	NP_005073	ENST00000316881	TRIM25	7706	ENSG00000121060
Not_differentially_expressed	-0.33	Refined nonISG	NonISG	ISG	Other	HGNC:29146	NM_001131007	NP_001124479	ENST00000409959	TMEM131L	23240	ENSG00000121210
Up_regulated	1.89	Refined ISG	ISG	Other	NonISG	HGNC:24839	NM_032117	NP_115493	ENST00000240488	MND1	84057	ENSG00000121211
Up_regulated	0.68	Refined ISG	Other	Other	Other	HGNC:16277	NM_001003818	NP_001003818	ENST00000380097	TRIM6	117854	ENSG00000121236
Up_regulated	0.46	Refined ISG	ISG	Other	NonISG	HGNC:20320	NM_001354909	NP_001341838	ENST00000338910	PSPC1	55269	ENSG00000121390
Not_differentially_expressed	-0.24	Refined nonISG	NonISG	ISG	Other	HGNC:17704	NM_015009	NP_055824	ENST00000263666	PDZRN3	23024	ENSG00000121440
Down_regulated (IRG)	-0.43	Refined nonISG	Other	Other	Other	HGNC:25510	NM_018056	NP_060526	ENST00000336294	TMEM39B	55116	ENSG00000121775
Up_regulated	8.1	Refined ISG	Other	Other	Other	HGNC:11925	NM_003810	NP_003801	ENST00000241261	TNFSF10	8743	ENSG00000121858
Not_differentially_expressed	0.25	Refined nonISG	Other	Other	Other	HGNC:30950	NM_001303426	NP_001290355	ENST00000496856	ZNF639	51193	ENSG00000121864
Not_differentially_expressed	0.2	Refined nonISG	NonISG	ISG	Other	HGNC:26977	NM_198148	NP_937791	ENST00000241305	CPXM2	119587	ENSG00000121898
Up_regulated	1.36	Refined ISG	ISG	ISG	NonISG	HGNC:25407	NM_032288	NP_115664	ENST00000241502	FYTTD1	84248	ENSG00000122068
Not_differentially_expressed	-0.13	Refined nonISG	NonISG	Other	NonISG	HGNC:8108	NM_000276	NP_000267	ENST00000371113	OCRL	4952	ENSG00000122126
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	NonISG	NonISG	HGNC:14495	NM_016034	NP_057118	ENST00000241600	MRPS2	51116	ENSG00000122140
Up_regulated	1.06	Refined ISG	ISG	ISG	Other	HGNC:9889	NM_006910	NP_008841	ENST00000319715	RBBP6	5930	ENSG00000122257
Not_differentially_expressed	-0.05	Refined nonISG	Other	Other	Other	HGNC:21061	NM_032861	NP_116250	ENST00000647468	SERAC1	84947	ENSG00000122335
Not_differentially_expressed	-0.05	Refined nonISG	Other	Other	Other	HGNC:21393	NM_015485	NP_056300	ENST00000370202	RWDD3	25950	ENSG00000122481
Not_differentially_expressed	-0.17	Refined nonISG	NonISG	Other	NonISG	HGNC:9185	NM_013284	NP_037416	ENST00000242248	POLM	27434	ENSG00000122678
Not_differentially_expressed	-0.33	Refined nonISG	NonISG	ISG	Other	HGNC:1985	NM_001206999	NP_001193928	ENST00000392521	CIT	11113	ENSG00000122966
Not_differentially_expressed	0.31	Refined nonISG	NonISG	ISG	Other	HGNC:90	NM_000017	NP_000008	ENST00000242592	ACADS	35	ENSG00000122971
Not_differentially_expressed	-0.11	Refined nonISG	Other	Other	Other	HGNC:17004	NM_007013	NP_008944	ENST00000517970	WWP1	11059	ENSG00000123124
Up_regulated	0.43	Refined ISG	ISG	ISG	NonISG	HGNC:17152	NM_001037171	NP_001032248	ENST00000379303	ACOT9	23597	ENSG00000123130
Not_differentially_expressed	-0.23	Refined nonISG	Other	Other	Other	HGNC:32672	NM_001099737	NP_001093207	ENST00000418543	WDR83	84292	ENSG00000123154
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	NonISG	HGNC:1226	NM_005716	NP_005707	ENST00000393033	GIPC1	10755	ENSG00000123159
Up_regulated	1.69	Refined ISG	ISG	ISG	Other	HGNC:17142	NM_001008212	NP_001008213	ENST00000378747	OPTN	10133	ENSG00000123240
Not_differentially_expressed	-0.04	Refined nonISG	NonISG	Other	Other	HGNC:5123	NM_014212	NP_055027	ENST00000546378	HOXC11	3227	ENSG00000123388
Not_differentially_expressed	-0.42	Refined nonISG	NonISG	Other	NonISG	HGNC:25444	NM_018410	NP_060880	ENST00000411486	HJURP	55355	ENSG00000123485
Up_regulated	3.38	Refined ISG	ISG	ISG	Other	HGNC:7854	NM_004688	NP_004679	ENST00000243346	NMI	9111	ENSG00000123609
Up_regulated	1.43	Refined ISG	Other	Other	Other	HGNC:11898	NM_007115	NP_009046	ENST00000243347	TNFAIP6	7130	ENSG00000123610
Up_regulated	5.24	Refined ISG	ISG	ISG	Other	HGNC:28915	NM_018664	NP_061134	ENST00000243440	BATF3	55509	ENSG00000123685
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	NonISG	HGNC:3263	NM_012154	NP_036286	ENST00000220592	AGO2	27161	ENSG00000123908
Down_regulated (IRG)	-0.32	Refined nonISG	NonISG	Other	Other	HGNC:32594	NM_020820	NP_065871	ENST00000371941	PREX1	57580	ENSG00000124126
Up_regulated	0.61	Refined ISG	ISG	ISG	Other	HGNC:7670	NM_181659	NP_858045	ENST00000371998	NCOA3	8202	ENSG00000124151
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:15909	NM_020967	NP_066018	ENST00000290231	NCOA5	57727	ENSG00000124160
Down_regulated (IRG)	-0.75	Refined nonISG	Other	Other	Other	HGNC:16095	NM_001098797	NP_001092267	ENST00000341197	TOX2	84969	ENSG00000124191
Up_regulated	3.02	Refined ISG	Other	Other	Other	HGNC:29271	NM_021035	NP_066363	ENST00000396105	ZNFX1	57169	ENSG00000124201
Up_regulated	1.75	Refined ISG	ISG	ISG	NonISG	HGNC:13094	NM_018683	NP_061153	ENST00000244061	RNF114	55905	ENSG00000124226
Up_regulated	0.93	Refined ISG	ISG	ISG	Other	HGNC:17174	NM_017567	NP_060037	ENST00000244204	NAGK	55577	ENSG00000124357
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	Other	HGNC:16732	NM_032601	NP_115990	ENST00000244217	MCEE	84693	ENSG00000124370
Not_differentially_expressed	-0.21	Refined nonISG	Other	Other	Other	HGNC:21374	NM_033112	NP_149103	ENST00000244496	RRP36	88745	ENSG00000124541
Not_differentially_expressed	0.03	Refined nonISG	NonISG	Other	NonISG	HGNC:10383	NM_001014	NP_001005	ENST00000648437	RPS10	6204	ENSG00000124614
Not_differentially_expressed	-0.32	Refined nonISG	NonISG	Other	Other	HGNC:7190	NM_001358530	NP_001345459	ENST00000340692	MOCS1	4337	ENSG00000124615
Not_differentially_expressed	0.15	Refined nonISG	NonISG	Other	Other	HGNC:20704	NM_057161	NP_476502	ENST00000326974	KLHDC3	116138	ENSG00000124702
Down_regulated (IRG)	-0.49	Refined nonISG	Other	Other	Other	HGNC:11200	NM_003107	NP_003098	ENST00000244745	SOX4	6659	ENSG00000124766
Not_differentially_expressed	0.06	Refined nonISG	NonISG	ISG	Other	HGNC:4323	NM_006708	NP_006699	ENST00000373365	GLO1	2739	ENSG00000124767
Up_regulated	0.67	Refined ISG	ISG	Other	NonISG	HGNC:2768	NM_003472	NP_003463	ENST00000652689	DEK	7913	ENSG00000124795
Up_regulated	1.34	Refined ISG	ISG	ISG	Other	HGNC:7406	NM_005953	NP_005944	ENST00000245185	MT2A	4502	ENSG00000125148
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	Other	Other	HGNC:4433	NM_002080	NP_002071	ENST00000245206	GOT2	2806	ENSG00000125166
Up_regulated	3.71	Refined ISG	ISG	ISG	ISG	HGNC:6116	NM_002198	NP_002189	ENST00000245414	IRF1	3659	ENSG00000125347
Up_regulated	0.51	Refined ISG	ISG	ISG	Other	HGNC:9594	NM_000956	NP_000947	ENST00000245457	PTGER2	5732	ENSG00000125384
Down_regulated (IRG)	-0.49	Refined nonISG	NonISG	ISG	Other	HGNC:4543	NM_182982	NP_892027	ENST00000398052	GRK4	2868	ENSG00000125388
Not_differentially_expressed	-0.16	Refined nonISG	NonISG	Other	Other	HGNC:8734	NM_024844	NP_079120	ENST00000245544	NUP85	79902	ENSG00000125450
Not_differentially_expressed	0.12	Refined nonISG	NonISG	Other	Other	HGNC:21306	NM_032306	NP_115682	ENST00000245812	ALKBH7	84266	ENSG00000125652
Not_differentially_expressed	-0.17	Refined nonISG	Other	Other	Other	HGNC:12304	NM_001288962	NP_001275891	ENST00000313244	TRIP10	9322	ENSG00000125733
Not_differentially_expressed	-0.16	Refined nonISG	NonISG	NonISG	Other	HGNC:1852	NM_001810	NP_001801	ENST00000379751	CENPB	1059	ENSG00000125817
Up_regulated	0.96	Refined ISG	ISG	ISG	NonISG	HGNC:9571	NM_006814	NP_006805	ENST00000335877	PSMF1	9491	ENSG00000125818
Up_regulated	0.66	Refined ISG	Other	Other	Other	HGNC:10448	NM_001365613	NP_001352542	ENST00000377813	RRBP1	6238	ENSG00000125844
Down_regulated (IRG)	-0.73	Refined nonISG	NonISG	Other	Other	HGNC:14045	NM_030811	NP_110438	ENST00000380325	MRPS26	64949	ENSG00000125901
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:26923	NM_020170	NP_064555	ENST00000246117	NCLN	56926	ENSG00000125912
Up_regulated	0.97	Refined ISG	ISG	ISG	NonISG	HGNC:6913	NM_002382	NP_002373	ENST00000358664	MAX	4149	ENSG00000125952
Up_regulated	0.46	Refined ISG	ISG	ISG	Other	HGNC:5360	NM_002165	NP_002156	ENST00000376112	ID1	3397	ENSG00000125968
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	Other	NonISG	HGNC:1859	NM_007186	NP_009117	ENST00000397527	CEP250	11190	ENSG00000126001
Not_differentially_expressed	0.11	Refined nonISG	NonISG	Other	Other	HGNC:44421	NM_001355003	NP_001341932	ENST00000456790	MMP24OS	101410538	ENSG00000126005
Down_regulated (IRG)	-0.41	Refined nonISG	Other	Other	Other	HGNC:30661	NM_005499	NP_005490	ENST00000246548	UBA2	10054	ENSG00000126261
Up_regulated	0.75	Refined ISG	ISG	ISG	Other	HGNC:16977	NM_014266	NP_055081	ENST00000246551	HCST	10870	ENSG00000126264
Not_differentially_expressed	-0.37	Refined nonISG	NonISG	Other	Other	HGNC:29217	NM_020719	NP_065770	ENST00000418929	PRR12	57479	ENSG00000126464
Up_regulated	4.62	Refined ISG	ISG	ISG	ISG	HGNC:4054	NM_002038	NP_002029	ENST00000361157	IFI6	2537	ENSG00000126709
Not_differentially_expressed	0.14	Refined nonISG	Other	Other	Other	HGNC:12641	NM_153477	NP_705582	ENST00000335890	UXT	8409	ENSG00000126756
Not_differentially_expressed	-0.2	Refined nonISG	NonISG	ISG	Other	HGNC:16864	NM_014750	NP_055565	ENST00000247191	DLGAP5	9787	ENSG00000126787
Down_regulated (IRG)	-1.12	Refined nonISG	NonISG	Other	Other	HGNC:25465	NM_033387	NP_203745	ENST00000372271	FAM78A	286336	ENSG00000126882
Not_differentially_expressed	-0.25	Refined nonISG	NonISG	Other	Other	HGNC:8064	NM_005085	NP_005076	ENST00000359428	NUP214	8021	ENSG00000126883
Up_regulated	1.21	Refined ISG	ISG	Other	NonISG	HGNC:18073	NM_016608	NP_057692	ENST00000372829	ARMCX1	51309	ENSG00000126947
Not_differentially_expressed	-0.31	Refined nonISG	Other	Other	Other	HGNC:25864	NM_021637	NP_067650	ENST00000372930	TMEM35A	59353	ENSG00000126950
Not_differentially_expressed	-0.11	Refined nonISG	NonISG	NonISG	Other	HGNC:23759	NM_024527	NP_078803	ENST00000247706	ABHD8	79575	ENSG00000127220
Down_regulated (IRG)	-0.48	Refined nonISG	NonISG	Other	Other	HGNC:3693	NM_001004356	NP_001004356	ENST00000510644	FGFRL1	53834	ENSG00000127418
Not_differentially_expressed	0.14	Refined nonISG	NonISG	NonISG	Other	HGNC:18435	NM_022092	NP_071375	ENST00000262315	CHTF18	63922	ENSG00000127586
Up_regulated	1.19	Refined ISG	ISG	ISG	Other	HGNC:3696	NM_006682	NP_006673	ENST00000248598	FGL2	10875	ENSG00000127951
Up_regulated	0.72	Refined ISG	Other	Other	Other	HGNC:12862	NM_003407	NP_003398	ENST00000597629	ZFP36	7538	ENSG00000128016
Up_regulated	4.81	Refined ISG	ISG	ISG	ISG	HGNC:619	NM_030882	NP_112092	ENST00000358502	APOL2	23780	ENSG00000128335
Up_regulated	4.34	Refined ISG	ISG	ISG	Other	HGNC:17356	NM_145298	NP_660341	ENST00000308521	APOBEC3F	200316	ENSG00000128394
Down_regulated (IRG)	-1.03	Refined nonISG	NonISG	ISG	Other	HGNC:15586	NM_022143	NP_071426	ENST00000249363	LRRC4	64101	ENSG00000128594
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	NonISG	HGNC:7506	NM_006554	NP_006545	ENST00000249442	MTX2	10651	ENSG00000128654
Not_differentially_expressed	0.07	Refined nonISG	NonISG	Other	Other	HGNC:6665	NM_005576	NP_005567	ENST00000261921	LOXL1	4016	ENSG00000129038
Up_regulated	0.33	Refined ISG	ISG	ISG	Other	HGNC:1611	NM_016557	NP_057641	ENST00000249887	ACKR4	51554	ENSG00000129048
Not_differentially_expressed	0.09	Refined nonISG	Other	Other	Other	HGNC:10839	NM_001040	NP_001031	ENST00000380450	SHBG	6462	ENSG00000129214
Up_regulated	1.04	Refined ISG	ISG	ISG	Other	HGNC:1693	NM_001251	NP_001242	ENST00000250092	CD68	968	ENSG00000129226
Up_regulated	1.5	Refined ISG	ISG	ISG	Other	HGNC:1790	NM_001800	NP_001791	ENST00000393599	CDKN2D	1032	ENSG00000129355
Up_regulated	0.78	Refined ISG	Other	Other	Other	HGNC:14970	NM_152233	NP_689419	ENST00000362031	SNX6	58533	ENSG00000129515
Down_regulated (IRG)	-0.95	Refined nonISG	NonISG	Other	Other	HGNC:2155	NM_001299	NP_001290	ENST00000252456	CNN1	1264	ENSG00000130176
Up_regulated	1.29	Refined ISG	ISG	ISG	Other	HGNC:9707	NM_001042724	NP_001036189	ENST00000252483	NECTIN2	5819	ENSG00000130202
Up_regulated	2.2	Refined ISG	ISG	ISG	Other	HGNC:29292	NM_020871	NP_065922	ENST00000317135	LRCH2	57631	ENSG00000130224
Not_differentially_expressed	0.03	Refined nonISG	Other	Other	Other	HGNC:21605	NM_014649	NP_055464	ENST00000252542	SAFB2	9667	ENSG00000130254
Up_regulated	4.77	Refined ISG	ISG	ISG	ISG	HGNC:1119	NM_004335	NP_004326	ENST00000252593	BST2	684	ENSG00000130303
Not_differentially_expressed	-0.1	Refined nonISG	Other	Other	Other	HGNC:30221	NM_016172	NP_057256	ENST00000371756	UBAC1	10422	ENSG00000130560
Not_differentially_expressed	-0.13	Refined nonISG	Other	Other	Other	HGNC:14859	NM_031432	NP_113620	ENST00000372215	UCK1	83549	ENSG00000130717
Not_differentially_expressed	-0.24	Refined nonISG	Other	Other	Other	HGNC:12491	NM_003969	NP_003960	ENST00000253023	UBE2M	9040	ENSG00000130725
Not_differentially_expressed	0.17	Refined nonISG	Other	Other	Other	HGNC:26042	NM_017854	NP_060324	ENST00000253047	TMEM160	54958	ENSG00000130748
Up_regulated	4.71	Refined ISG	Other	Other	Other	HGNC:16839	NM_001105556	NP_001099026	ENST00000373921	THEMIS2	9473	ENSG00000130775
Up_regulated	2.97	Refined ISG	ISG	ISG	ISG	HGNC:25649	NM_018381	NP_060851	ENST00000253110	SHFL	55337	ENSG00000130813
Not_differentially_expressed	-0.34	Refined nonISG	NonISG	NonISG	NonISG	HGNC:24557	NM_015462	NP_056277	ENST00000253247	NOL11	25926	ENSG00000130935
Not_differentially_expressed	0.12	Refined nonISG	Other	Other	Other	HGNC:12469	NM_003334	NP_003325	ENST00000335972	UBA1	7317	ENSG00000130985
Not_differentially_expressed	-0.45	Refined nonISG	Other	Other	Other	HGNC:14894	NM_025217	NP_079493	ENST00000367351	ULBP2	80328	ENSG00000131015
Not_differentially_expressed	-0.25	Refined nonISG	Other	Other	Other	HGNC:17089	NM_182961	NP_892006	ENST00000367255	SYNE1	23345	ENSG00000131018
Not_differentially_expressed	-0.37	Refined nonISG	Other	Other	Other	HGNC:14895	NM_024518	NP_078794	ENST00000367339	ULBP3	79465	ENSG00000131019
Not_differentially_expressed	0.34	Refined nonISG	Other	Other	Other	HGNC:15992	NM_001282933	NP_001269862	ENST00000375200	ZNF341	84905	ENSG00000131061
Not_differentially_expressed	-0.46	Refined nonISG	NonISG	Other	NonISG	HGNC:28130	NM_030567	NP_085044	ENST00000323249	PRR7	80758	ENSG00000131188
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	Other	HGNC:48	NM_001271696	NP_001258625	ENST00000373394	ABCB7	22	ENSG00000131269
Down_regulated (IRG)	-0.5	Refined nonISG	Other	Other	Other	HGNC:14158	NM_024600	NP_078876	ENST00000566264	TMEM204	79652	ENSG00000131634
Not_differentially_expressed	0.09	Refined nonISG	Other	Other	Other	HGNC:24352	NM_032865	NP_116254	ENST00000254051	TNS4	84951	ENSG00000131746
Not_differentially_expressed	-0.34	Refined nonISG	Other	Other	Other	HGNC:11989	NM_001067	NP_001058	ENST00000423485	TOP2A	7153	ENSG00000131747
Not_differentially_expressed	0.14	Refined nonISG	NonISG	NonISG	Other	HGNC:16861	NM_006099	NP_006090	ENST00000393045	PIAS3	10401	ENSG00000131788
Not_differentially_expressed	-0.03	Refined nonISG	NonISG	Other	Other	HGNC:8806	NM_000284	NP_000275	ENST00000422285	PDHA1	5160	ENSG00000131828
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	Other	HGNC:6937	NM_022132	NP_071415	ENST00000340941	MCCC2	64087	ENSG00000131844
Up_regulated	0.42	Refined ISG	ISG	ISG	Other	HGNC:17198	NM_014918	NP_055733	ENST00000254190	CHSY1	22856	ENSG00000131873
Up_regulated	4.01	Refined ISG	ISG	ISG	Other	HGNC:4193	NM_000161	NP_000152	ENST00000491895	GCH1	2643	ENSG00000131979
Up_regulated	3.57	Refined ISG	Other	Other	Other	HGNC:11312	NM_003141	NP_003132	ENST00000254436	TRIM21	6737	ENSG00000132109
Not_differentially_expressed	-0.35	Refined nonISG	NonISG	Other	Other	HGNC:30365	NM_017512	NP_059982	ENST00000647584	ENOSF1	55556	ENSG00000132199
Up_regulated	3.04	Refined ISG	Other	Other	Other	HGNC:16276	NM_033034	NP_149023	ENST00000380034	TRIM5	85363	ENSG00000132256
Up_regulated	2.98	Refined ISG	Other	Other	Other	HGNC:16379	NM_006074	NP_006065	ENST00000379965	TRIM22	10346	ENSG00000132274
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	Other	Other	HGNC:33882	NM_016532	NP_057616	ENST00000421807	INPP5K	51763	ENSG00000132376
Down_regulated (IRG)	-0.33	Refined nonISG	NonISG	NonISG	Other	HGNC:10289	NM_002945	NP_002936	ENST00000254719	RPA1	6117	ENSG00000132383
Not_differentially_expressed	0.14	Refined nonISG	Other	Other	Other	HGNC:29246	NM_020773	NP_065824	ENST00000409757	TBC1D14	57533	ENSG00000132405
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	ISG	Other	HGNC:21222	NM_032870	NP_116259	ENST00000369239	PNISR	25957	ENSG00000132424
